DesigningControlledExperiments?, Group, StateChangeMW, All t cnt, All t sum, All t mean, All t stddev, All t min, All t max, All t med, Run cnt, Run t sum, Run t mean, Run t stddev, Run t min, Run t max, Run t med, Cmplt run cnt, Cmplt run t sum, Cmplt run t mean, Cmplt run t stddev, Cmplt run t min, Cmplt run t max, Cmplt run t med, Incmplt run cnt, Incmplt run t sum, Incmplt run t mean, Incmplt run t stddev, Incmplt run t min, Incmplt run t max, Incmplt run t med, Pause cnt, Pause t sum, Pause t mean, Pause t stddev, Pause t min, Pause t max, Pause t med, Data table show cnt, Data table show t sum, Data table show t mean, Data table show t stddev, Data table show t min, Data table show t max, Data table show t med, Hyp table show cnt, Hyp table show t sum, Hyp table show t mean, Hyp table show t stddev, Hyp table show t min, Hyp table show t max, Hyp table show t med, Hyp var change cnt, Hyp var change t sum, Hyp var change t mean, Hyp var change t stddev, Hyp var change t min, Hyp var change t max, Hyp var change t med, Hyp make cnt, Hyp make t sum, Hyp make t mean, Hyp make t stddev, Hyp make t min, Hyp make t max, Hyp make t med, Mw iv change cnt, Mw iv change t sum, Mw iv change t mean, Mw iv change t stddev, Mw iv change t min, Mw iv change t max, Mw iv change t med, CVS cnt, Rept cnt, Cm All t cnt, Cm All t sum, Cm All t mean, Cm All t stddev, Cm All t min, Cm All t max, Cm All t med, Cm Run cnt, Cm Run t sum, Cm Run t mean, Cm Run t stddev, Cm Run t min, Cm Run t max, Cm Run t med, Cm Cmplt run cnt, Cm Cmplt run t sum, Cm Cmplt run t mean, Cm Cmplt run t stddev, Cm Cmplt run t min, Cm Cmplt run t max, Cm Cmplt run t med, Cm Incmplt run cnt, Cm Incmplt run t sum, Cm Incmplt run t mean, Cm Incmplt run t stddev, Cm Incmplt run t min, Cm Incmplt run t max, Cm Incmplt run t med, Cm Pause cnt, Cm Pause t sum, Cm Pause t mean, Cm Pause t stddev, Cm Pause t min, Cm Pause t max, Cm Pause t med, Cm Data table show cnt, Cm Data table show t sum, Cm Data table show t mean, Cm Data table show t stddev, Cm Data table show t min, Cm Data table show t max, Cm Data table show t med, Cm Hyp table show cnt, Cm Hyp table show t sum, Cm Hyp table show t mean, Cm Hyp table show t stddev, Cm Hyp table show t min, Cm Hyp table show t max, Cm Hyp table show t med, Cm Hyp var change cnt, Cm Hyp var change t sum, Cm Hyp var change t mean, Cm Hyp var change t stddev, Cm Hyp var change t min, Cm Hyp var change t max, Cm Hyp var change t med, Cm Hyp make cnt, Cm Hyp make t sum, Cm Hyp make t mean, Cm Hyp make t stddev, Cm Hyp make t min, Cm Hyp make t max, Cm Hyp make t med, Cm Mw iv change cnt, Cm Mw iv change t sum, Cm Mw iv change t mean, Cm Mw iv change t stddev, Cm Mw iv change t min, Cm Mw iv change t max, Cm Mw iv change t med, Cm CVS cnt, Cm Rept cnt
N,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,127,8.466666667,10.11975908,1,42,5,3,44,14.66666667,23.67136104,1,42,1,3,44,14.66666667,23.67136104,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,5.25,1.892969449,4,8,4.5,1,27,27,0,27,27,27,2,7,3.5,0.707106781,3,4,3.5,3,0
Y,5,3,2,4,2,1.414213562,1,3,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,3,3,0,0,20,51,2.55,2.139232523,0,8,2,3,4,1.333333333,0.577350269,1,2,1,2,3,1.5,0.707106781,1,2,1.5,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3.25,2.217355783,1,6,3,3,16,5.333333333,4.163331999,2,10,4,7,14,2,0.816496581,1,3,2,2,0
N,2,4,6,26,4.333333333,4.926120854,1,14,2,2,4,2,0,2,2,2,1,2,2,0,2,2,2,1,2,2,0,2,2,2,2,26,13,16.97056275,1,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,2,1,0,14,72,5.142857143,4.503966506,1,16,3.5,3,11,3.666666667,2.886751346,2,7,2,2,9,4.5,3.535533906,2,7,4.5,1,2,2,0,2,2,2,2,26,13,16.97056275,1,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,4,1.414213562,3,6,3.5,1,19,19,0,19,19,19,1,2,2,0,2,2,2,1,1
N,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,2.6,3.130495168,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3.25,3.201562119,1,8,2,1,13,13,0,13,13,13,0,0,0,0,0,0,0,0,0
Y,4,2,10,126,12.6,28.5002924,1,93,3,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,4,98,24.5,45.66909969,1,93,2,0,0,0,0,0,0,0,1,3,3,0,3,3,3,0,0,21,176,8.380952381,19.8001924,1,93,3,3,7,2.333333333,1.154700538,1,3,3,3,7,2.333333333,1.154700538,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,8,114,14.25,31.9184228,1,93,2,1,17,17,0,17,17,17,2,6,3,0,3,3,3,1,1
N,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,4.333333333,3.444802849,1,10,4,1,5,5,0,5,5,5,0,0,0,0,0,0,0,1,5,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,5,3.915780041,1,10,4.5,1,21,21,0,21,21,21,0,0,0,0,0,0,0,0,0
Y,5,4,8,85,10.625,23.62769259,0,69,2.5,1,2,2,0,2,2,2,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,79,15.8,29.76071236,1,69,3,1,79,79,0,79,79,79,1,4,4,0,4,4,4,0,0,15,109,7.266666667,17.23976577,0,69,2,2,3,1.5,0.707106781,1,2,1.5,0,0,0,0,0,0,0,2,3,1.5,0.707106781,1,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,97,10.77777778,21.99305446,1,69,3,2,98,49,42.42640687,19,79,49,2,8,4,0,4,4,4,1,0
Y,4,3,7,101,14.42857143,31.18149634,1,85,2,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,91,22.75,41.5,2,85,2,1,92,92,0,92,92,92,0,0,0,0,0,0,0,0,0,18,155,8.611111111,19.35774321,1,85,2.5,3,6,2,1,1,3,2,3,6,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,109,13.625,28.91829624,2,85,2.5,2,112,56,50.91168825,20,92,56,1,7,7,0,7,7,7,1,1
Y,1,3,10,52,5.2,4.516635916,1,14,4,3,5,1.666666667,1.154700538,1,3,1,3,5,1.666666667,1.154700538,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1.5,0.707106781,1,2,1.5,3,0,26,297,11.42307692,23.59520812,1,108,3,6,115,19.16666667,43.52662021,1,108,1,6,115,19.16666667,43.52662021,1,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,97,24.25,29.1018327,2,64,15.5,2,99,49.5,21.92031022,34,65,49.5,4,7,1.75,0.5,1,2,2,3,3
N,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,195,7.222222222,7.500427338,1,37,5,6,45,7.5,14.47411483,1,37,1.5,6,45,7.5,14.47411483,1,37,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,8,2.943920289,5,12,7.5,1,33,33,0,33,33,33,5,21,4.2,1.923538406,2,7,4,9,0
N,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,5.8,9.628083922,1,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,7,10.67707825,1,23,2,1,29,29,0,29,29,29,0,0,0,0,0,0,0,0,0
N,4,4,5,97,19.4,37.23976369,2,86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,95,23.75,41.50803135,2,86,3.5,1,97,97,0,97,97,97,0,0,0,0,0,0,0,0,0,16,158,9.875,20.71352215,1,86,3,2,7,3.5,3.535533906,1,6,3.5,2,7,3.5,3.535533906,1,6,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,116,14.5,29.11553341,2,86,3,2,119,59.5,53.03300859,22,97,59.5,1,4,4,0,4,4,4,1,0
N,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2273,284.125,764.5488749,1,2175,2.5,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2263,452.6,963.4948365,1,2175,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,4,3,6,61,10.16666667,17.17459364,2,45,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,59,11.8,18.67351065,2,45,3,1,61,61,0,61,61,61,0,0,0,0,0,0,0,0,0,11,73,6.636363636,12.83956952,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,69,7.666666667,14.12444689,1,45,2,2,73,36.5,34.64823228,12,61,36.5,0,0,0,0,0,0,0,0,0
Y,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2314,43.66037736,282.8155109,0,2063,3,9,9,1,0.707106781,0,2,1,9,9,1,0.707106781,0,2,1,0,0,0,0,0,0,0,4,16,4,2.943920289,1,8,3.5,1,1,1,0,1,1,1,0,0,0,0,0,0,0,4,2082,520.5,1028.335386,4,2063,7.5,1,2136,2136,0,2136,2136,2136,11,24,2.181818182,1.07871978,1,5,2,6,4
Y,4,4,2,11,5.5,4.949747468,2,9,5.5,1,2,2,0,2,2,2,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,0,9,9,9,0,0,29,189,6.517241379,5.349370388,1,19,5,7,19,2.714285714,1.97604704,1,7,2,6,17,2.833333333,2.136976057,1,7,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,7.2,6.723094526,3,19,5,1,39,39,0,39,39,39,5,19,3.8,3.271085447,1,9,2,1,5
N,6,2,2,33,16.5,10.60660172,9,24,16.5,1,9,9,0,9,9,9,1,9,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,123,11.18181818,16.76793477,2,58,5,2,67,33.5,34.64823228,9,58,33.5,1,9,9,0,9,9,9,1,58,58,0,58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,3.857142857,2.478478796,2,9,3,1,32,32,0,32,32,32,0,0,0,0,0,0,0,0,1
N,6,3,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,102,11.33333333,14.08012784,2,45,6,2,8,4,2.828427125,2,6,4,1,6,6,0,6,6,6,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,71,11.83333333,16.32686947,4,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,6,4,1,4,4,0,4,4,4,1,4,4,0,4,4,4,0,0,0,0,0,0,0,1,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,62,7.75,7.005100183,2,23,4.5,2,6,3,1.414213562,2,4,3,1,2,2,0,2,2,2,1,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,7,4.242640687,3,12,6.5,1,33,33,0,33,33,33,0,0,0,0,0,0,0,0,1
N,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,6,1,3,454,151.3333333,250.8631765,5,441,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,4,4,4,1,8,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1126,23.45833333,78.78112916,1,441,4.5,5,27,5.4,3.361547263,2,9,4,4,24,6,3.559026084,2,9,6.5,1,3,3,0,3,3,3,1,8,8,0,8,8,8,5,59,11.8,12.65701387,2,28,4,3,24,8,6,2,14,8,4,60,15,14.65150732,4,36,10,1,95,95,0,95,95,95,16,414,25.875,84.9092653,2,344,4.5,2,1
N,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,47,4.7,5.207899982,1,15,2,2,2,1,0,1,1,1,2,2,1,0,1,1,1,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4.666666667,4.618802154,2,10,2,1,0
N,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,604,15.1,46.46465434,1,252,3,6,17,2.833333333,1.602081979,1,5,3,6,17,2.833333333,1.602081979,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2.333333333,0.577350269,2,3,2,0,0,0,0,0,0,0,4,27,6.75,4.34932945,3,11,6.5,1,38,38,0,38,38,38,14,458,32.71428571,76.91196623,2,252,2.5,4,0
N,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,238,10.81818182,29.8402674,0,143,2,3,146,48.66666667,81.69659316,1,143,2,3,146,48.66666667,81.69659316,1,143,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,2,1,0,0,0,0,0,0,0,4,22,5.5,4.041451884,2,9,5.5,0,0,0,0,0,0,0,4,15,3.75,2.872281323,2,8,2.5,1,0
N,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,150,18.75,30.41498691,1,90,6,1,90,90,0,90,90,90,1,90,90,0,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47,11.75,13.67174702,3,32,6,2,51,25.5,34.64823228,1,50,25.5,0,0,0,0,0,0,0,0,0
N,2,1,16,190,11.875,24.64920553,0,100,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,183,15.25,27.89957641,2,100,4,3,187,62.33333333,41.48895435,25,107,55,0,0,0,0,0,0,0,0,0,27,251,9.296296296,19.49125014,0,100,3,2,6,3,0,3,3,3,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,16,207,12.9375,24.36519033,2,100,3.5,4,212,53,38.67815921,25,107,40,2,28,14,14.14213562,4,24,14,0,1
N,6,2,2,4,2,1.414213562,1,3,2,1,3,3,0,3,3,3,0,0,0,0,0,0,0,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,5.714285714,9.123491395,1,26,2,1,3,3,0,3,3,3,0,0,0,0,0,0,0,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,9.666666667,14.15391583,1,26,2,2,36,18,16.97056275,6,30,18,0,0,0,0,0,0,0,0,0
N,2,2,5,375,75,159.9249824,0,361,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,375,93.75,178.2065749,2,361,6,1,375,375,0,375,375,375,0,0,0,0,0,0,0,0,0,10,712,71.2,139.8855087,0,361,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,702,87.75,153.5789699,2,361,6,2,712,356,26.87005769,337,375,356,0,0,0,0,0,0,0,0,0
N,6,3,1,20,20,0,20,20,20,1,20,20,0,20,20,20,0,0,0,0,0,0,0,1,20,20,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,5.333333333,7.420691792,1,20,2,1,20,20,0,20,20,20,0,0,0,0,0,0,0,1,20,20,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,2.5,2.380476143,1,6,1.5,1,12,12,0,12,12,12,0,0,0,0,0,0,0,0,0
N,6,4,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,3,2.160246899,1,7,2,2,9,4.5,3.535533906,2,7,4.5,0,0,0,0,0,0,0,2,9,4.5,3.535533906,2,7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,2.75,1.5,1,4,3,1,12,12,0,12,12,12,0,0,0,0,0,0,0,0,1
Y,4,1,22,245,11.13636364,36.64669862,1,175,3,5,15,3,3.464101615,1,9,1,5,15,3,3.464101615,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,185,46.25,85.83462782,3,175,3.5,0,0,0,0,0,0,0,4,13,3.25,1.258305739,2,5,3,3,2,39,350,8.974358974,27.6162492,1,175,3,7,33,4.714285714,5.345224838,1,15,3,7,33,4.714285714,5.345224838,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1.414213562,1,3,2,8,211,26.375,60.16391301,3,175,4,1,33,33,0,33,33,33,7,37,5.285714286,6.575568054,2,20,3,3,3
N,2,3,5,67,13.4,27.73625786,0,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67,16.75,30.83693673,1,63,1.5,1,67,67,0,67,67,67,0,0,0,0,0,0,0,0,0,10,78,7.8,19.44107907,0,63,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,77,9.625,21.60646398,1,63,2,2,78,39,39.59797975,11,67,39,0,0,0,0,0,0,0,0,0
N,2,4,3,2,0.666666667,0.577350269,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,1.625,1.922609833,0,6,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,2.75,2.217355783,1,6,2,1,11,11,0,11,11,11,0,0,0,0,0,0,0,0,0
Y,4,2,10,249,24.9,60.72424008,1,197,4.5,2,22,11,14.14213562,1,21,11,2,22,11,14.14213562,1,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,210,52.5,96.33448673,4,197,4.5,0,0,0,0,0,0,0,1,3,3,0,3,3,3,1,0,26,341,13.11538462,37.77229347,1,197,4,5,31,6.2,8.671793355,1,21,1,5,31,6.2,8.671793355,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,231,28.875,67.95468553,4,197,4,1,25,25,0,25,25,25,4,20,5,4.69041576,2,12,3,4,1
