DesigningControlledExperiments?, Group, StateChangeMW, All t cnt, All t sum, All t mean, All t stddev, All t min, All t max, All t med, Run cnt, Run t sum, Run t mean, Run t stddev, Run t min, Run t max, Run t med, Cmplt run cnt, Cmplt run t sum, Cmplt run t mean, Cmplt run t stddev, Cmplt run t min, Cmplt run t max, Cmplt run t med, Incmplt run cnt, Incmplt run t sum, Incmplt run t mean, Incmplt run t stddev, Incmplt run t min, Incmplt run t max, Incmplt run t med, Pause cnt, Pause t sum, Pause t mean, Pause t stddev, Pause t min, Pause t max, Pause t med, Data table show cnt, Data table show t sum, Data table show t mean, Data table show t stddev, Data table show t min, Data table show t max, Data table show t med, Hyp table show cnt, Hyp table show t sum, Hyp table show t mean, Hyp table show t stddev, Hyp table show t min, Hyp table show t max, Hyp table show t med, Hyp var change cnt, Hyp var change t sum, Hyp var change t mean, Hyp var change t stddev, Hyp var change t min, Hyp var change t max, Hyp var change t med, Hyp make cnt, Hyp make t sum, Hyp make t mean, Hyp make t stddev, Hyp make t min, Hyp make t max, Hyp make t med, Mw iv change cnt, Mw iv change t sum, Mw iv change t mean, Mw iv change t stddev, Mw iv change t min, Mw iv change t max, Mw iv change t med, CVS cnt, Rept cnt, Cm All t cnt, Cm All t sum, Cm All t mean, Cm All t stddev, Cm All t min, Cm All t max, Cm All t med, Cm Run cnt, Cm Run t sum, Cm Run t mean, Cm Run t stddev, Cm Run t min, Cm Run t max, Cm Run t med, Cm Cmplt run cnt, Cm Cmplt run t sum, Cm Cmplt run t mean, Cm Cmplt run t stddev, Cm Cmplt run t min, Cm Cmplt run t max, Cm Cmplt run t med, Cm Incmplt run cnt, Cm Incmplt run t sum, Cm Incmplt run t mean, Cm Incmplt run t stddev, Cm Incmplt run t min, Cm Incmplt run t max, Cm Incmplt run t med, Cm Pause cnt, Cm Pause t sum, Cm Pause t mean, Cm Pause t stddev, Cm Pause t min, Cm Pause t max, Cm Pause t med, Cm Data table show cnt, Cm Data table show t sum, Cm Data table show t mean, Cm Data table show t stddev, Cm Data table show t min, Cm Data table show t max, Cm Data table show t med, Cm Hyp table show cnt, Cm Hyp table show t sum, Cm Hyp table show t mean, Cm Hyp table show t stddev, Cm Hyp table show t min, Cm Hyp table show t max, Cm Hyp table show t med, Cm Hyp var change cnt, Cm Hyp var change t sum, Cm Hyp var change t mean, Cm Hyp var change t stddev, Cm Hyp var change t min, Cm Hyp var change t max, Cm Hyp var change t med, Cm Hyp make cnt, Cm Hyp make t sum, Cm Hyp make t mean, Cm Hyp make t stddev, Cm Hyp make t min, Cm Hyp make t max, Cm Hyp make t med, Cm Mw iv change cnt, Cm Mw iv change t sum, Cm Mw iv change t mean, Cm Mw iv change t stddev, Cm Mw iv change t min, Cm Mw iv change t max, Cm Mw iv change t med, Cm CVS cnt, Cm Rept cnt
Y,4,3,15,96,6.4,6.445374864,1,26,5,3,7,2.333333333,2.309401077,1,5,1,3,7,2.333333333,2.309401077,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,8.5,11.70469991,2,26,3,1,39,39,0,39,39,39,2,6,3,0,3,3,3,3,0,15,96,6.4,6.445374864,1,26,5,3,7,2.333333333,2.309401077,1,5,1,3,7,2.333333333,2.309401077,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,8.5,11.70469991,2,26,3,1,39,39,0,39,39,39,2,6,3,0,3,3,3,3,0
N,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,63,3.705882353,3.441742035,1,11,2,3,10,3.333333333,4.041451884,1,8,1,0,0,0,0,0,0,0,3,10,3.333333333,4.041451884,1,8,1,5,28,5.6,9.181503145,1,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,6.5,4.123105626,3,11,6,1,35,35,0,35,35,35,0,0,0,0,0,0,0,0,2
N,3,1,2,9,4.5,2.121320344,3,6,4.5,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,101,4.208333333,3.03571733,0,14,4.5,5,12,2.4,2.792848009,0,7,1,5,12,2.4,2.792848009,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,4.25,2.217355783,1,6,5,1,19,19,0,19,19,19,5,11,2.2,0.836660027,1,3,2,3,1
N,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,78,5.571428571,5.345224838,1,20,3,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,6.8,7.694153625,1,20,3,2,40,20,26.87005769,1,39,20,5,19,3.8,2.949576241,2,9,3,0,0
N,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,3,2,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,45,5.625,5.730557191,0,14,2.5,2,11,5.5,6.363961031,1,10,5.5,1,10,10,0,10,10,10,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,5.25,5.852349955,2,14,2.5,1,21,21,0,21,21,21,0,0,0,0,0,0,0,0,1
N,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63,7.875,11.45721856,2,34,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63,7.875,11.45721856,2,34,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,3,3,3,50,16.66666667,22.94195574,1,43,6,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,43,0,43,43,43,0,0,0,0,0,0,0,0,0,8,60,7.5,14.43210706,1,43,2,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,2,0.707106781,1,3,2,1,43,43,0,43,43,43,0,0,0,0,0,0,0,0,0
N,3,4,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,54,7.714285714,15.57470477,1,43,2,2,4,2,1.414213562,1,3,2,0,0,0,0,0,0,0,2,4,2,1.414213562,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,12,20.67204231,1,43,2,1,50,50,0,50,50,50,0,0,0,0,0,0,0,0,1
N,2,3,5,60,12,22.92378677,1,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,59,14.75,25.5,2,53,2,1,60,60,0,60,60,60,0,0,0,0,0,0,0,0,0,10,79,7.9,15.96837152,1,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,71,8.875,17.88405115,2,53,2,2,79,39.5,28.99137803,19,60,39.5,0,0,0,0,0,0,0,0,0
N,1,1,12,72,6,3.56753034,2,12,5,2,14,7,5.656854249,3,11,7,2,14,7,5.656854249,3,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,4.857142857,2.672612419,2,10,5,0,0,41,432,10.53658537,12.71828912,2,66,6,5,38,7.6,4.219004622,3,11,10,5,38,7.6,4.219004622,3,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,183,15.25,16.85836722,4,66,11,2,242,121,89.09545443,58,184,121,14,75,5.357142857,4.162232072,2,18,4.5,4,1
N,6,2,7,176,25.14285714,59.04639016,1,159,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,5,5,5,4,10,2.5,1.732050808,1,5,2,1,159,159,0,159,159,159,0,0,0,0,0,0,0,0,0,12,215,17.91666667,45.31798426,1,159,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,5,5,5,8,48,6,10.9805022,1,33,2,2,198,99,84.85281374,39,159,99,0,0,0,0,0,0,0,0,0
N,4,2,24,194,8.083333333,36.25023738,0,178,0,1,10,10,0,10,10,10,1,10,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,182,8.272727273,37.91115154,0,178,0,0,0,0,0,0,0,0,0,0,39,305,7.820512821,28.78584429,0,178,1,3,14,4.666666667,4.725815626,1,10,3,1,10,10,0,10,10,10,2,4,2,1.414213562,1,3,2,2,8,4,2.828427125,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,52,10.4,10.50238068,3,28,6,23,243,10.56521739,38.63680074,0,178,0,4,42,10.5,13.67479433,3,31,4,0,1
N,2,4,9,104,11.55555556,27.59126271,1,85,2,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,90,22.5,41.66933325,1,85,2,1,91,91,0,91,91,91,2,5,2.5,2.121320344,1,4,2.5,0,0,24,141,5.875,17.00207788,1,85,2,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,124,7.75,20.74447718,1,85,2,4,128,32,39.47995272,9,91,14,2,5,2.5,2.121320344,1,4,2.5,0,0
N,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,12.25,18.57193223,1,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,14.66666667,21.96208855,1,40,3,1,49,49,0,49,49,49,0,0,0,0,0,0,0,0,0
N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,407,11.97058824,36.27711967,1,216,5,5,9,1.8,1.303840481,1,4,1,5,9,1.8,1.303840481,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,19,19.79898987,5,33,19,1,7,7,0,7,7,7,9,274,30.44444444,69.71748545,2,216,8,1,44,44,0,44,44,44,6,28,4.666666667,3.204163958,2,10,3.5,2,2
N,5,1,2,142,71,65.05382387,25,117,71,1,117,117,0,117,117,117,1,117,117,0,117,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,187,23.375,38.9576235,2,117,7,2,119,59.5,81.31727984,2,117,59.5,2,119,59.5,81.31727984,2,117,59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,5,4,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N,2,2,7,80,11.42857143,26.73235956,0,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,0.816496581,1,3,2,3,80,26.66666667,39.27255191,3,72,5,0,0,0,0,0,0,0,0,0,16,99,6.1875,17.59249366,0,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,2.090909091,1.221027883,1,5,2,5,99,19.8,29.49067649,3,72,5,0,0,0,0,0,0,0,0,0
N,1,2,4,162,40.5,76.33478892,2,155,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,162,40.5,76.33478892,2,155,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,245,11.66666667,33.11696443,1,155,3,3,12,4,5.196152423,1,10,1,3,12,4,5.196152423,1,10,1,0,0,0,0,0,0,0,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,183,22.875,53.54420737,2,155,2.5,1,22,22,0,22,22,22,2,5,2.5,0.707106781,2,3,2.5,3,0
N,5,1,8,200,25,56.78530997,1,165,2.5,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,180,36,72.20457049,1,165,2,1,182,182,0,182,182,182,0,0,0,0,0,0,0,0,0,24,381,15.875,38.08721399,1,165,3,3,11,3.666666667,1.154700538,3,5,3,3,11,3.666666667,1.154700538,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,321,21.4,47.74007002,1,165,3,3,329,109.6666667,75.69896521,31,182,116,0,0,0,0,0,0,0,0,2
N,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,3,3.464101615,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,4,15,3.75,4.193248542,1,10,2,1,16,16,0,16,16,16,0,0,0,0,0,0,0,0,0
N,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,52,7.428571429,6.502746672,1,17,7,1,7,7,0,7,7,7,1,7,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,7.25,7.762087348,1,17,5.5,1,31,31,0,31,31,31,0,0,0,0,0,0,0,0,0
N,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,2.6,2.073644135,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,2.160246899,1,6,2.5,1,13,13,0,13,13,13,0,0,0,0,0,0,0,0,0
N,5,2,11,331,30.09090909,85.65682056,1,288,2,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,16,0,16,16,16,7,302,43.14285714,107.9790544,1,288,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,353,20.76470588,68.98417338,1,288,2,2,6,3,2.828427125,1,5,3,1,1,1,0,1,1,1,1,5,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,16,0,16,16,16,11,318,28.90909091,85.96912765,1,288,2,1,17,17,0,17,17,17,0,0,0,0,0,0,0,0,1
N,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,206,206,0,206,206,206,1,206,206,0,206,206,206,0,0,0,0,0,0,0,1,206,206,0,206,206,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,241,14.17647059,42.64421897,1,179,3,3,6,2,1.732050808,1,4,1,3,6,2,1.732050808,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,4,186,46.5,88.34213793,1,179,3,1,190,190,0,190,190,190,2,4,2,0,2,2,2,3,0
N,4,2,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,2.285714286,1.380131119,1,4,2,2,5,2.5,2.121320344,1,4,2.5,0,0,0,0,0,0,0,2,5,2.5,2.121320344,1,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,1.414213562,1,4,1.5,1,11,11,0,11,11,11,0,0,0,0,0,0,0,0,1
N,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,356,15.47826087,41.84589647,0,184,2,1,8,8,0,8,8,8,1,8,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,20,0,20,20,20,2,9,4.5,6.363961031,0,9,4.5,12,306,25.5,57.03029498,1,184,1.5,3,308,102.6666667,89.7904969,9,188,111,0,0,0,0,0,0,0,0,0
N,5,3,15,141,9.4,22.99005996,1,92,3,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,2,4,97,24.25,45.16912662,1,92,2,0,0,0,0,0,0,0,7,26,3.714285714,1.704336206,2,7,3,0,0,22,198,9,19.52044106,1,92,3,2,9,4.5,2.121320344,3,6,4.5,2,9,4.5,2.121320344,3,6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,2,8,124,15.5,31.72200678,1,92,2,1,28,28,0,28,28,28,7,26,3.714285714,1.704336206,2,7,3,0,0
N,5,3,2,17,8.5,7.778174593,3,14,8.5,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,59,6.555555556,4.772607021,1,14,5,2,9,4.5,2.121320344,3,6,4.5,2,9,4.5,2.121320344,3,6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,4.5,3.415650255,1,9,4,1,22,22,0,22,22,22,0,0,0,0,0,0,0,0,1
N,5,1,2,15,7.5,9.192388155,1,14,7.5,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,115,10.45454545,9.125389157,1,28,7,2,3,1.5,0.707106781,1,2,1.5,2,3,1.5,0.707106781,1,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,4,53,13.25,10.90489187,5,28,10,1,76,76,0,76,76,76,0,0,0,0,0,0,0,0,1
N,5,4,6,51,8.5,13.56097342,2,36,2.5,1,6,6,0,6,6,6,0,0,0,0,0,0,0,1,6,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,9,15.09966887,2,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,67,5.153846154,9.467894467,0,36,2,2,13,6.5,0.707106781,6,7,6.5,0,0,0,0,0,0,0,2,13,6.5,0.707106781,6,7,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,54,5.4,10.7723927,1,36,2,1,9,9,0,9,9,9,0,0,0,0,0,0,0,0,1
N,5,4,8,227,28.375,62.50471411,2,182,3,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,200,33.33333333,72.85236212,2,182,3,0,0,23,572,24.86956522,53.69467922,1,182,3,4,183,45.75,82.83869869,3,170,5,3,13,4.333333333,1.154700538,3,5,5,1,170,170,0,170,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,139,19.85714286,44.60728106,2,121,3,1,129,129,0,129,129,129,8,205,25.625,63.20474101,2,182,3,0,2
N,4,4,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,2.875,2.948970765,1,10,2,2,3,1.5,0.707106781,1,2,1.5,0,0,0,0,0,0,0,2,3,1.5,0.707106781,1,2,1.5,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,2.25,0.5,2,3,2,1,10,10,0,10,10,10,0,0,0,0,0,0,0,0,0
Y,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,57,3.352941176,2.370157602,1,7,3,2,5,2.5,2.121320344,1,4,2.5,2,5,2.5,2.121320344,1,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,2.828427125,1,5,3,0,0,0,0,0,0,0,7,25,3.571428571,2.439750182,1,7,3,0,0,0,0,0,0,0,1,2,2,0,2,2,2,1,0
N,5,2,6,217,36.16666667,77.47365143,1,194,3.5,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,202,50.5,95.6747964,1,194,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,513,22.30434783,50.10029467,1,194,3,3,165,55,92.66606714,1,162,2,1,1,1,0,1,1,1,2,164,82,113.137085,2,162,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,314,17.44444444,44.94470095,1,194,3,1,132,132,0,132,132,132,0,0,0,0,0,0,0,0,2
N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,681,37.83333333,83.02391576,1,326,14,2,328,164,229.1025971,2,326,164,2,328,164,229.1025971,2,326,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,23,0,23,23,23,2,2,1,0,1,1,1,8,235,29.375,62.55497582,1,183,5,1,259,259,0,259,259,259,0,0,0,0,0,0,0,0,1
Y,6,1,6,41,6.833333333,3.125166662,4,12,6.5,2,8,4,0,4,4,4,2,8,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,5,5,5,1,0,37,283,7.648648649,17.19692514,1,108,4,7,20,2.857142857,1.214985793,1,4,3,7,20,2.857142857,1.214985793,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,5,3.366501646,3,10,3.5,1,24,24,0,24,24,24,14,158,11.28571429,27.93792176,1,108,3,3,2
